"LOCATION","Location","PLASTICS_EOLFATETYPES","Plastic end of life fates","TIME","Time","Value","Flag Codes","Flags"
"RAN","Other Eurasia","LAN","Landfilled","2003","2003",4.245391,,
"RAN","Other Eurasia","LAN","Landfilled","2004","2004",4.53169,,
"RAN","Other Eurasia","LAN","Landfilled","2005","2005",4.785955,,
"RAN","Other Eurasia","LAN","Landfilled","2006","2006",5.095988,,
"RAN","Other Eurasia","LAN","Landfilled","2007","2007",5.42504,,
"RAN","Other Eurasia","LAN","Landfilled","2008","2008",5.591705,,
"RAN","Other Eurasia","LAN","Landfilled","2009","2009",5.864195,,
"RAN","Other Eurasia","LAN","Landfilled","2010","2010",6.254161,,
"RAN","Other Eurasia","LAN","Landfilled","2011","2011",6.57128,,
"RAN","Other Eurasia","LAN","Landfilled","2012","2012",6.858376,,
"RAN","Other Eurasia","LAN","Landfilled","2013","2013",7.168402,,
"RAN","Other Eurasia","LAN","Landfilled","2014","2014",7.451873,,
"RAN","Other Eurasia","LAN","Landfilled","2015","2015",7.822733,,
"RAN","Other Eurasia","LAN","Landfilled","2016","2016",8.151369,,
"RAN","Other Eurasia","LAN","Landfilled","2017","2017",8.504143,,
"RAN","Other Eurasia","LAN","Landfilled","2018","2018",8.791321,,
"RAN","Other Eurasia","LAN","Landfilled","2019","2019",9.070024,,
"OCE","OECD Oceania","LIT","Littered","2000","2000",0.000871,,
"OCE","OECD Oceania","LIT","Littered","2001","2001",0.000947,,
"OCE","OECD Oceania","LIT","Littered","2002","2002",0.001043,,
"OCE","OECD Oceania","LIT","Littered","2003","2003",0.001138,,
"OCE","OECD Oceania","LIT","Littered","2004","2004",0.001247,,
"OCE","OECD Oceania","LIT","Littered","2005","2005",0.001345,,
"OCE","OECD Oceania","LIT","Littered","2006","2006",0.001463,,
"OCE","OECD Oceania","LIT","Littered","2007","2007",0.001589,,
"OCE","OECD Oceania","LIT","Littered","2008","2008",0.001658,,
"OCE","OECD Oceania","LIT","Littered","2009","2009",0.001765,,
"OCE","OECD Oceania","LIT","Littered","2010","2010",0.001921,,
"OCE","OECD Oceania","LIT","Littered","2011","2011",0.002067,,
"OCE","OECD Oceania","LIT","Littered","2012","2012",0.002162,,
"OCE","OECD Oceania","LIT","Littered","2013","2013",0.002339,,
"OCE","OECD Oceania","LIT","Littered","2014","2014",0.002441,,
"OCE","OECD Oceania","LIT","Littered","2015","2015",0.002596,,
"OCE","OECD Oceania","LIT","Littered","2016","2016",0.002746,,
"OCE","OECD Oceania","LIT","Littered","2017","2017",0.00293,,
"OCE","OECD Oceania","LIT","Littered","2018","2018",0.003057,,
"OCE","OECD Oceania","LIT","Littered","2019","2019",0.003187,,
"LAM","Latin America","LAN","Landfilled","2000","2000",2.540255,,
"LAM","Latin America","LAN","Landfilled","2001","2001",2.76533,,
"LAM","Latin America","LAN","Landfilled","2002","2002",3.054276,,
"LAM","Latin America","LAN","Landfilled","2003","2003",3.342734,,
"LAM","Latin America","LAN","Landfilled","2004","2004",3.676104,,
"LAM","Latin America","LAN","Landfilled","2005","2005",3.980388,,
"LAM","Latin America","LAN","Landfilled","2006","2006",4.357858,,
"LAM","Latin America","LAN","Landfilled","2007","2007",4.765441,,
"LAM","Latin America","LAN","Landfilled","2008","2008",4.972049,,
"LAM","Latin America","LAN","Landfilled","2009","2009",5.31592,,
"LAM","Latin America","LAN","Landfilled","2010","2010",5.803482,,
"LAM","Latin America","LAN","Landfilled","2011","2011",6.200877,,
"LAM","Latin America","LAN","Landfilled","2012","2012",6.575735,,
"LAM","Latin America","LAN","Landfilled","2013","2013",6.992885,,
"LAM","Latin America","LAN","Landfilled","2014","2014",7.362711,,
"LAM","Latin America","LAN","Landfilled","2015","2015",7.917731,,
"LAM","Latin America","LAN","Landfilled","2016","2016",8.166467,,
"LAM","Latin America","LAN","Landfilled","2017","2017",8.510771,,
"LAM","Latin America","LAN","Landfilled","2018","2018",8.914843,,
"LAM","Latin America","LAN","Landfilled","2019","2019",9.230186,,
"O22","OECD EU ","MIS","Mismanaged","2000","2000",3.973171,,
"O22","OECD EU ","MIS","Mismanaged","2001","2001",3.960186,,
"O22","OECD EU ","MIS","Mismanaged","2002","2002",3.987832,,
"O22","OECD EU ","MIS","Mismanaged","2003","2003",3.982081,,
"O22","OECD EU ","MIS","Mismanaged","2004","2004",3.983958,,
"O22","OECD EU ","MIS","Mismanaged","2005","2005",3.929959,,
"O22","OECD EU ","MIS","Mismanaged","2006","2006",3.901409,,
"O22","OECD EU ","MIS","Mismanaged","2007","2007",3.861554,,
"O22","OECD EU ","MIS","Mismanaged","2008","2008",3.677954,,
"O22","OECD EU ","MIS","Mismanaged","2009","2009",3.558933,,
"O22","OECD EU ","MIS","Mismanaged","2010","2010",3.504928,,
"O22","OECD EU ","MIS","Mismanaged","2011","2011",3.384102,,
"O22","OECD EU ","MIS","Mismanaged","2012","2012",3.23692,,
"O22","OECD EU ","MIS","Mismanaged","2013","2013",3.096118,,
"O22","OECD EU ","MIS","Mismanaged","2014","2014",2.908716,,
"O22","OECD EU ","MIS","Mismanaged","2015","2015",2.749696,,
"O22","OECD EU ","MIS","Mismanaged","2016","2016",2.581177,,
"O22","OECD EU ","MIS","Mismanaged","2017","2017",2.424047,,
"O22","OECD EU ","MIS","Mismanaged","2018","2018",2.254403,,
"O22","OECD EU ","MIS","Mismanaged","2019","2019",2.221185,,
"MEN","Middle East & North Africa","REC","Recycled","2000","2000",0.193797,,
"MEN","Middle East & North Africa","REC","Recycled","2001","2001",0.214061,,
"MEN","Middle East & North Africa","REC","Recycled","2002","2002",0.239064,,
"MEN","Middle East & North Africa","REC","Recycled","2003","2003",0.264545,,
"MEN","Middle East & North Africa","REC","Recycled","2004","2004",0.293493,,
"MEN","Middle East & North Africa","REC","Recycled","2005","2005",0.320683,,
"MEN","Middle East & North Africa","REC","Recycled","2006","2006",0.353247,,
"MEN","Middle East & North Africa","REC","Recycled","2007","2007",0.388379,,
"MEN","Middle East & North Africa","REC","Recycled","2008","2008",0.409708,,
"MEN","Middle East & North Africa","REC","Recycled","2009","2009",0.440973,,
"MEN","Middle East & North Africa","REC","Recycled","2010","2010",0.485918,,
"MEN","Middle East & North Africa","REC","Recycled","2011","2011",0.524927,,
"MEN","Middle East & North Africa","REC","Recycled","2012","2012",0.563737,,
"MEN","Middle East & North Africa","REC","Recycled","2013","2013",0.605736,,
"MEN","Middle East & North Africa","REC","Recycled","2014","2014",0.647598,,
"MEN","Middle East & North Africa","REC","Recycled","2015","2015",0.694957,,
"MEN","Middle East & North Africa","REC","Recycled","2016","2016",0.762385,,
"MEN","Middle East & North Africa","REC","Recycled","2017","2017",0.817235,,
"MEN","Middle East & North Africa","REC","Recycled","2018","2018",0.867307,,
"MEN","Middle East & North Africa","REC","Recycled","2019","2019",0.921618,,
"USA1","United States","REC","Recycled","2000","2000",1.098544,,
"USA1","United States","REC","Recycled","2001","2001",1.184984,,
"USA1","United States","REC","Recycled","2002","2002",1.291648,,
"USA1","United States","REC","Recycled","2003","2003",1.396021,,
"USA1","United States","REC","Recycled","2004","2004",1.512825,,
"USA1","United States","REC","Recycled","2005","2005",1.614403,,
"USA1","United States","REC","Recycled","2006","2006",1.735224,,
"USA1","United States","REC","Recycled","2007","2007",1.861229,,
"USA1","United States","REC","Recycled","2008","2008",1.919682,,
"USA1","United States","REC","Recycled","2009","2009",2.016496,,
"USA1","United States","REC","Recycled","2010","2010",2.164681,,
"USA1","United States","REC","Recycled","2011","2011",2.284132,,
"USA1","United States","REC","Recycled","2012","2012",2.390964,,
"USA1","United States","REC","Recycled","2013","2013",2.497642,,
"USA1","United States","REC","Recycled","2014","2014",2.587828,,
"USA1","United States","REC","Recycled","2015","2015",2.70853,,
"USA1","United States","REC","Recycled","2016","2016",2.864726,,
"USA1","United States","REC","Recycled","2017","2017",2.980488,,
"USA1","United States","REC","Recycled","2018","2018",3.123337,,
"USA1","United States","REC","Recycled","2019","2019",3.26975,,
"USA1","United States","INC","Incinerated","2000","2000",7.151613,,
"USA1","United States","INC","Incinerated","2001","2001",7.466014,,
"USA1","United States","INC","Incinerated","2002","2002",7.883364,,
"USA1","United States","INC","Incinerated","2003","2003",8.267798,,
"USA1","United States","INC","Incinerated","2004","2004",8.701623,,
"USA1","United States","INC","Incinerated","2005","2005",9.047242,,
"USA1","United States","INC","Incinerated","2006","2006",9.484988,,
"USA1","United States","INC","Incinerated","2007","2007",9.937044,,
"USA1","United States","INC","Incinerated","2008","2008",10.044827,,
"USA1","United States","INC","Incinerated","2009","2009",10.342247,,
"USA1","United States","INC","Incinerated","2010","2010",10.865699,,
"USA1","United States","INC","Incinerated","2011","2011",11.222986,,
"USA1","United States","INC","Incinerated","2012","2012",11.532263,,
"USA1","United States","INC","Incinerated","2013","2013",11.859049,,
"USA1","United States","INC","Incinerated","2014","2014",12.097834,,
"USA1","United States","INC","Incinerated","2015","2015",12.415617,,
"USA1","United States","INC","Incinerated","2016","2016",12.909279,,
"USA1","United States","INC","Incinerated","2017","2017",13.213204,,
"USA1","United States","INC","Incinerated","2018","2018",13.625549,,
"USA1","United States","INC","Incinerated","2019","2019",13.897049,,
"USA1","United States","LAN","Landfilled","2000","2000",34.858035,,
"USA1","United States","LAN","Landfilled","2001","2001",35.868928,,
"USA1","United States","LAN","Landfilled","2002","2002",37.328596,,
"USA1","United States","LAN","Landfilled","2003","2003",38.59423,,
"USA1","United States","LAN","Landfilled","2004","2004",40.045662,,
"USA1","United States","LAN","Landfilled","2005","2005",41.059394,,
"USA1","United States","LAN","Landfilled","2006","2006",42.448065,,
"USA1","United States","LAN","Landfilled","2007","2007",43.859363,,
"USA1","United States","LAN","Landfilled","2008","2008",43.756935,,
"USA1","United States","LAN","Landfilled","2009","2009",44.455845,,
"USA1","United States","LAN","Landfilled","2010","2010",46.075965,,
"USA1","United States","LAN","Landfilled","2011","2011",46.965328,,
"USA1","United States","LAN","Landfilled","2012","2012",47.629207,,
"USA1","United States","LAN","Landfilled","2013","2013",48.33828,,
"USA1","United States","LAN","Landfilled","2014","2014",48.680115,,
"USA1","United States","LAN","Landfilled","2015","2015",49.323586,,
"USA1","United States","LAN","Landfilled","2016","2016",50.635927,,
"USA1","United States","LAN","Landfilled","2017","2017",51.174166,,
"USA1","United States","LAN","Landfilled","2018","2018",52.106584,,
"USA1","United States","LAN","Landfilled","2019","2019",53.086564,,
"USA1","United States","MIS","Mismanaged","2000","2000",3.638777,,
"USA1","United States","MIS","Mismanaged","2001","2001",3.641029,,
"USA1","United States","MIS","Mismanaged","2002","2002",3.680473,,
"USA1","United States","MIS","Mismanaged","2003","2003",3.692642,,
"USA1","United States","MIS","Mismanaged","2004","2004",3.713553,,
"USA1","United States","MIS","Mismanaged","2005","2005",3.685981,,
"USA1","United States","MIS","Mismanaged","2006","2006",3.683387,,
"USA1","United States","MIS","Mismanaged","2007","2007",3.673731,,
"USA1","United States","MIS","Mismanaged","2008","2008",3.534963,,
"USA1","United States","MIS","Mismanaged","2009","2009",3.457134,,
"USA1","United States","MIS","Mismanaged","2010","2010",3.442054,,
"USA1","United States","MIS","Mismanaged","2011","2011",3.364751,,
"USA1","United States","MIS","Mismanaged","2012","2012",3.264327,,
"USA1","United States","MIS","Mismanaged","2013","2013",3.160712,,
"USA1","United States","MIS","Mismanaged","2014","2014",3.030476,,
"USA1","United States","MIS","Mismanaged","2015","2015",2.91632,,
"USA1","United States","MIS","Mismanaged","2016","2016",2.835037,,
"USA1","United States","MIS","Mismanaged","2017","2017",2.703756,,
"USA1","United States","MIS","Mismanaged","2018","2018",2.587329,,
"USA1","United States","MIS","Mismanaged","2019","2019",2.448288,,
"USA1","United States","LIT","Littered","2000","2000",0.09777,,
"USA1","United States","LIT","Littered","2001","2001",0.099953,,
"USA1","United States","LIT","Littered","2002","2002",0.103937,,
"USA1","United States","LIT","Littered","2003","2003",0.107097,,
"USA1","United States","LIT","Littered","2004","2004",0.111022,,
"USA1","United States","LIT","Littered","2005","2005",0.11328,,
"USA1","United States","LIT","Littered","2006","2006",0.117093,,
"USA1","United States","LIT","Littered","2007","2007",0.120936,,
"USA1","United States","LIT","Littered","2008","2008",0.118507,,
"USA1","United States","LIT","Littered","2009","2009",0.119358,,
"USA1","United States","LIT","Littered","2010","2010",0.123973,,
"USA1","United States","LIT","Littered","2011","2011",0.125776,,
"USA1","United States","LIT","Littered","2012","2012",0.127054,,
"USA1","United States","LIT","Littered","2013","2013",0.128924,,
"USA1","United States","LIT","Littered","2014","2014",0.12914,,
"USA1","United States","LIT","Littered","2015","2015",0.130204,,
"USA1","United States","LIT","Littered","2016","2016",0.133172,,
"USA1","United States","LIT","Littered","2017","2017",0.134351,,
"USA1","United States","LIT","Littered","2018","2018",0.136877,,
"USA1","United States","LIT","Littered","2019","2019",0.139407,,
"USA1","United States","TOTAL","Total","2000","2000",46.844739,,
"USA1","United States","TOTAL","Total","2001","2001",48.260908,,
"USA1","United States","TOTAL","Total","2002","2002",50.28802,,
"USA1","United States","TOTAL","Total","2003","2003",52.057788,,
"USA1","United States","TOTAL","Total","2004","2004",54.084685,,
"USA1","United States","TOTAL","Total","2005","2005",55.5203,,
"USA1","United States","TOTAL","Total","2006","2006",57.468756,,
"USA1","United States","TOTAL","Total","2007","2007",59.452303,,
"USA1","United States","TOTAL","Total","2008","2008",59.374914,,
"USA1","United States","TOTAL","Total","2009","2009",60.391081,,
"USA1","United States","TOTAL","Total","2010","2010",62.672372,,
"USA1","United States","TOTAL","Total","2011","2011",63.962973,,
"USA1","United States","TOTAL","Total","2012","2012",64.943815,,
"USA1","United States","TOTAL","Total","2013","2013",65.984607,,
"USA1","United States","TOTAL","Total","2014","2014",66.525393,,
"USA1","United States","TOTAL","Total","2015","2015",67.494258,,
"USA1","United States","TOTAL","Total","2016","2016",69.378141,,
"USA1","United States","TOTAL","Total","2017","2017",70.205965,,
"USA1","United States","TOTAL","Total","2018","2018",71.579676,,
"USA1","United States","TOTAL","Total","2019","2019",72.841058,,
"CAN1","Canada","REC","Recycled","2000","2000",0.127029,,
"CAN1","Canada","REC","Recycled","2001","2001",0.138619,,
"CAN1","Canada","REC","Recycled","2002","2002",0.152728,,
"CAN1","Canada","REC","Recycled","2003","2003",0.166722,,
"CAN1","Canada","REC","Recycled","2004","2004",0.182366,,
"CAN1","Canada","REC","Recycled","2005","2005",0.196315,,
"CAN1","Canada","REC","Recycled","2006","2006",0.212765,,
"CAN1","Canada","REC","Recycled","2007","2007",0.23002,,
"CAN1","Canada","REC","Recycled","2008","2008",0.238978,,
"CAN1","Canada","REC","Recycled","2009","2009",0.252816,,
"CAN1","Canada","REC","Recycled","2010","2010",0.2733,,
"CAN1","Canada","REC","Recycled","2011","2011",0.290475,,
"CAN1","Canada","REC","Recycled","2012","2012",0.305559,,
"CAN1","Canada","REC","Recycled","2013","2013",0.321601,,
"CAN1","Canada","REC","Recycled","2014","2014",0.335891,,
"CAN1","Canada","REC","Recycled","2015","2015",0.354606,,
"CAN1","Canada","REC","Recycled","2016","2016",0.370701,,
"CAN1","Canada","REC","Recycled","2017","2017",0.390651,,
"CAN1","Canada","REC","Recycled","2018","2018",0.410013,,
"CAN1","Canada","REC","Recycled","2019","2019",0.42892,,
"CAN1","Canada","INC","Incinerated","2000","2000",0.151097,,
"CAN1","Canada","INC","Incinerated","2001","2001",0.156862,,
"CAN1","Canada","INC","Incinerated","2002","2002",0.164828,,
"CAN1","Canada","INC","Incinerated","2003","2003",0.172013,,
"CAN1","Canada","INC","Incinerated","2004","2004",0.18022,,
"CAN1","Canada","INC","Incinerated","2005","2005",0.18649,,
"CAN1","Canada","INC","Incinerated","2006","2006",0.194709,,
"CAN1","Canada","INC","Incinerated","2007","2007",0.203178,,
"CAN1","Canada","INC","Incinerated","2008","2008",0.204259,,
"CAN1","Canada","INC","Incinerated","2009","2009",0.209382,,
"CAN1","Canada","INC","Incinerated","2010","2010",0.219283,,
"CAN1","Canada","INC","Incinerated","2011","2011",0.225832,,
"CAN1","Canada","INC","Incinerated","2012","2012",0.230889,,
"CAN1","Canada","INC","Incinerated","2013","2013",0.237054,,
"CAN1","Canada","INC","Incinerated","2014","2014",0.241876,,
"CAN1","Canada","INC","Incinerated","2015","2015",0.248394,,
"CAN1","Canada","INC","Incinerated","2016","2016",0.252534,,
"CAN1","Canada","INC","Incinerated","2017","2017",0.260052,,
"CAN1","Canada","INC","Incinerated","2018","2018",0.266649,,
"CAN1","Canada","INC","Incinerated","2019","2019",0.273282,,
"CAN1","Canada","LAN","Landfilled","2000","2000",3.386902,,
"CAN1","Canada","LAN","Landfilled","2001","2001",3.49591,,
"CAN1","Canada","LAN","Landfilled","2002","2002",3.649937,,
"CAN1","Canada","LAN","Landfilled","2003","2003",3.785881,,
"CAN1","Canada","LAN","Landfilled","2004","2004",3.94134,,
"CAN1","Canada","LAN","Landfilled","2005","2005",4.054461,,
"CAN1","Canada","LAN","Landfilled","2006","2006",4.206085,,
"CAN1","Canada","LAN","Landfilled","2007","2007",4.361217,,
"CAN1","Canada","LAN","Landfilled","2008","2008",4.365033,,
"CAN1","Canada","LAN","Landfilled","2009","2009",4.450204,,
"CAN1","Canada","LAN","Landfilled","2010","2010",4.630027,,
"CAN1","Canada","LAN","Landfilled","2011","2011",4.740612,,
"CAN1","Canada","LAN","Landfilled","2012","2012",4.818247,,
"CAN1","Canada","LAN","Landfilled","2013","2013",4.915739,,
"CAN1","Canada","LAN","Landfilled","2014","2014",4.987383,,
"CAN1","Canada","LAN","Landfilled","2015","2015",5.092917,,
"CAN1","Canada","LAN","Landfilled","2016","2016",5.145813,,
"CAN1","Canada","LAN","Landfilled","2017","2017",5.265962,,
"CAN1","Canada","LAN","Landfilled","2018","2018",5.366679,,
"CAN1","Canada","LAN","Landfilled","2019","2019",5.454918,,
"CAN1","Canada","MIS","Mismanaged","2000","2000",0.485324,,
"CAN1","Canada","MIS","Mismanaged","2001","2001",0.490428,,
"CAN1","Canada","MIS","Mismanaged","2002","2002",0.500955,,
"CAN1","Canada","MIS","Mismanaged","2003","2003",0.50812,,
"CAN1","Canada","MIS","Mismanaged","2004","2004",0.516935,,
"CAN1","Canada","MIS","Mismanaged","2005","2005",0.519342,,
"CAN1","Canada","MIS","Mismanaged","2006","2006",0.525742,,
"CAN1","Canada","MIS","Mismanaged","2007","2007",0.531595,,
"CAN1","Canada","MIS","Mismanaged","2008","2008",0.518693,,
"CAN1","Canada","MIS","Mismanaged","2009","2009",0.515015,,
"CAN1","Canada","MIS","Mismanaged","2010","2010",0.521308,,
"CAN1","Canada","MIS","Mismanaged","2011","2011",0.518913,,
"CAN1","Canada","MIS","Mismanaged","2012","2012",0.512165,,
"CAN1","Canada","MIS","Mismanaged","2013","2013",0.506808,,
"CAN1","Canada","MIS","Mismanaged","2014","2014",0.498246,,
"CAN1","Canada","MIS","Mismanaged","2015","2015",0.492557,,
"CAN1","Canada","MIS","Mismanaged","2016","2016",0.481545,,
"CAN1","Canada","MIS","Mismanaged","2017","2017",0.47597,,
"CAN1","Canada","MIS","Mismanaged","2018","2018",0.467924,,
"CAN1","Canada","MIS","Mismanaged","2019","2019",0.461986,,
"CAN1","Canada","LIT","Littered","2000","2000",0.008696,,
"CAN1","Canada","LIT","Littered","2001","2001",0.008903,,
"CAN1","Canada","LIT","Littered","2002","2002",0.009273,,
"CAN1","Canada","LIT","Littered","2003","2003",0.00957,,
"CAN1","Canada","LIT","Littered","2004","2004",0.009938,,
"CAN1","Canada","LIT","Littered","2005","2005",0.010157,,
"CAN1","Canada","LIT","Littered","2006","2006",0.010518,,
"CAN1","Canada","LIT","Littered","2007","2007",0.010884,,
"CAN1","Canada","LIT","Littered","2008","2008",0.010683,,
"CAN1","Canada","LIT","Littered","2009","2009",0.010779,,
"CAN1","Canada","LIT","Littered","2010","2010",0.011222,,
"CAN1","Canada","LIT","Littered","2011","2011",0.011418,,
"CAN1","Canada","LIT","Littered","2012","2012",0.011539,,
"CAN1","Canada","LIT","Littered","2013","2013",0.011754,,
"CAN1","Canada","LIT","Littered","2014","2014",0.01186,,
"CAN1","Canada","LIT","Littered","2015","2015",0.012051,,
"CAN1","Canada","LIT","Littered","2016","2016",0.012089,,
"CAN1","Canada","LIT","Littered","2017","2017",0.012348,,
"CAN1","Canada","LIT","Littered","2018","2018",0.01255,,
"CAN1","Canada","LIT","Littered","2019","2019",0.012739,,
"CAN1","Canada","TOTAL","Total","2000","2000",4.159048,,
"CAN1","Canada","TOTAL","Total","2001","2001",4.290722,,
"CAN1","Canada","TOTAL","Total","2002","2002",4.477721,,
"CAN1","Canada","TOTAL","Total","2003","2003",4.642306,,
"CAN1","Canada","TOTAL","Total","2004","2004",4.830799,,
"CAN1","Canada","TOTAL","Total","2005","2005",4.966765,,
"CAN1","Canada","TOTAL","Total","2006","2006",5.149819,,
"CAN1","Canada","TOTAL","Total","2007","2007",5.336895,,
"CAN1","Canada","TOTAL","Total","2008","2008",5.337646,,
"CAN1","Canada","TOTAL","Total","2009","2009",5.438196,,
"CAN1","Canada","TOTAL","Total","2010","2010",5.655139,,
"CAN1","Canada","TOTAL","Total","2011","2011",5.787249,,
"CAN1","Canada","TOTAL","Total","2012","2012",5.878398,,
"CAN1","Canada","TOTAL","Total","2013","2013",5.992956,,
"CAN1","Canada","TOTAL","Total","2014","2014",6.075256,,
"CAN1","Canada","TOTAL","Total","2015","2015",6.200524,,
"CAN1","Canada","TOTAL","Total","2016","2016",6.262683,,
"CAN1","Canada","TOTAL","Total","2017","2017",6.404984,,
"CAN1","Canada","TOTAL","Total","2018","2018",6.523816,,
"CAN1","Canada","TOTAL","Total","2019","2019",6.631845,,
"CHN1","China","REC","Recycled","2000","2000",0.819305,,
"CHN1","China","REC","Recycled","2001","2001",0.978061,,
"CHN1","China","REC","Recycled","2002","2002",1.175594,,
"CHN1","China","REC","Recycled","2003","2003",1.390838,,
"CHN1","China","REC","Recycled","2004","2004",1.644125,,
"CHN1","China","REC","Recycled","2005","2005",1.902358,,
"CHN1","China","REC","Recycled","2006","2006",2.21566,,
"CHN1","China","REC","Recycled","2007","2007",2.56735,,
"CHN1","China","REC","Recycled","2008","2008",2.828085,,
"CHN1","China","REC","Recycled","2009","2009",3.182728,,
"CHN1","China","REC","Recycled","2010","2010",3.673289,,
"CHN1","China","REC","Recycled","2011","2011",4.150221,,
"CHN1","China","REC","Recycled","2012","2012",4.619764,,
"CHN1","China","REC","Recycled","2013","2013",5.108443,,
"CHN1","China","REC","Recycled","2014","2014",5.661463,,
"CHN1","China","REC","Recycled","2015","2015",6.255403,,
"CHN1","China","REC","Recycled","2016","2016",6.801136,,
"CHN1","China","REC","Recycled","2017","2017",7.363416,,
"CHN1","China","REC","Recycled","2018","2018",7.792353,,
"CHN1","China","REC","Recycled","2019","2019",8.376888,,
"CHN1","China","INC","Incinerated","2000","2000",1.511666,,
"CHN1","China","INC","Incinerated","2001","2001",1.803924,,
"CHN1","China","INC","Incinerated","2002","2002",2.168121,,
"CHN1","China","INC","Incinerated","2003","2003",2.566184,,
"CHN1","China","INC","Incinerated","2004","2004",3.035372,,
"CHN1","China","INC","Incinerated","2005","2005",3.518244,,
"CHN1","China","INC","Incinerated","2006","2006",4.105111,,
"CHN1","China","INC","Incinerated","2007","2007",4.766192,,
"CHN1","China","INC","Incinerated","2008","2008",5.268875,,
"CHN1","China","INC","Incinerated","2009","2009",5.947425,,
"CHN1","China","INC","Incinerated","2010","2010",6.874876,,
"CHN1","China","INC","Incinerated","2011","2011",7.783855,,
"CHN1","China","INC","Incinerated","2012","2012",8.685457,,
"CHN1","China","INC","Incinerated","2013","2013",9.629737,,
"CHN1","China","INC","Incinerated","2014","2014",10.752291,,
"CHN1","China","INC","Incinerated","2015","2015",11.857089,,
"CHN1","China","INC","Incinerated","2016","2016",12.932418,,
"CHN1","China","INC","Incinerated","2017","2017",14.093147,,
"CHN1","China","INC","Incinerated","2018","2018",14.931927,,
"CHN1","China","INC","Incinerated","2019","2019",15.550022,,
"CHN1","China","LAN","Landfilled","2000","2000",4.385828,,
"CHN1","China","LAN","Landfilled","2001","2001",4.904224,,
"CHN1","China","LAN","Landfilled","2002","2002",5.555359,,
"CHN1","China","LAN","Landfilled","2003","2003",6.229594,,
"CHN1","China","LAN","Landfilled","2004","2004",7.011468,,
"CHN1","China","LAN","Landfilled","2005","2005",7.763701,,
"CHN1","China","LAN","Landfilled","2006","2006",8.681941,,
"CHN1","China","LAN","Landfilled","2007","2007",9.689794,,
"CHN1","China","LAN","Landfilled","2008","2008",10.329424,,
"CHN1","China","LAN","Landfilled","2009","2009",11.267118,,
"CHN1","China","LAN","Landfilled","2010","2010",12.608753,,
"CHN1","China","LAN","Landfilled","2011","2011",13.849907,,
"CHN1","China","LAN","Landfilled","2012","2012",15.017808,,
"CHN1","China","LAN","Landfilled","2013","2013",16.20427,,
"CHN1","China","LAN","Landfilled","2014","2014",17.638243,,
"CHN1","China","LAN","Landfilled","2015","2015",18.98366,,
"CHN1","China","LAN","Landfilled","2016","2016",20.235727,,
"CHN1","China","LAN","Landfilled","2017","2017",21.578175,,
"CHN1","China","LAN","Landfilled","2018","2018",22.391112,,
"CHN1","China","LAN","Landfilled","2019","2019",23.809201,,
"CHN1","China","MIS","Mismanaged","2000","2000",10.350894,,
"CHN1","China","MIS","Mismanaged","2001","2001",11.011444,,
"CHN1","China","MIS","Mismanaged","2002","2002",11.856329,,
"CHN1","China","MIS","Mismanaged","2003","2003",12.626884,,
"CHN1","China","MIS","Mismanaged","2004","2004",13.48346,,
"CHN1","China","MIS","Mismanaged","2005","2005",14.150368,,
"CHN1","China","MIS","Mismanaged","2006","2006",14.978694,,
"CHN1","China","MIS","Mismanaged","2007","2007",15.803812,,
"CHN1","China","MIS","Mismanaged","2008","2008",15.907054,,
"CHN1","China","MIS","Mismanaged","2009","2009",16.354476,,
"CHN1","China","MIS","Mismanaged","2010","2010",17.217424,,
"CHN1","China","MIS","Mismanaged","2011","2011",17.758225,,
"CHN1","China","MIS","Mismanaged","2012","2012",18.039241,,
"CHN1","China","MIS","Mismanaged","2013","2013",18.188501,,
"CHN1","China","MIS","Mismanaged","2014","2014",18.450719,,
"CHN1","China","MIS","Mismanaged","2015","2015",18.448486,,
"CHN1","China","MIS","Mismanaged","2016","2016",18.205877,,
"CHN1","China","MIS","Mismanaged","2017","2017",17.901154,,
"CHN1","China","MIS","Mismanaged","2018","2018",17.046953,,
"CHN1","China","MIS","Mismanaged","2019","2019",17.462667,,
"CHN1","China","LIT","Littered","2000","2000",0.06832,,
"CHN1","China","LIT","Littered","2001","2001",0.074258,,
"CHN1","China","LIT","Littered","2002","2002",0.082158,,
"CHN1","China","LIT","Littered","2003","2003",0.089846,,
"CHN1","China","LIT","Littered","2004","2004",0.09887,,
"CHN1","China","LIT","Littered","2005","2005",0.106778,,
"CHN1","China","LIT","Littered","2006","2006",0.116941,,
"CHN1","China","LIT","Littered","2007","2007",0.12783,,
"CHN1","China","LIT","Littered","2008","2008",0.131682,,
"CHN1","China","LIT","Littered","2009","2009",0.139866,,
"CHN1","China","LIT","Littered","2010","2010",0.153783,,
"CHN1","China","LIT","Littered","2011","2011",0.165056,,
"CHN1","China","LIT","Littered","2012","2012",0.175396,,
"CHN1","China","LIT","Littered","2013","2013",0.18612,,
"CHN1","China","LIT","Littered","2014","2014",0.197918,,
"CHN1","China","LIT","Littered","2015","2015",0.209108,,
"CHN1","China","LIT","Littered","2016","2016",0.217909,,
"CHN1","China","LIT","Littered","2017","2017",0.22648,,
"CHN1","China","LIT","Littered","2018","2018",0.230173,,
"CHN1","China","LIT","Littered","2019","2019",0.239827,,
"CHN1","China","TOTAL","Total","2000","2000",17.136013,,
"CHN1","China","TOTAL","Total","2001","2001",18.77191,,
